customerInput;category
awaria dotyczy dotyczy awarii drugi telewizji internetu knurów ulica armii krajowej;dtv
awaria dotyczy internetu stacjonarnego;internet stacjonarny
awaria dotyczy telewizji;dtv
awaria dzia³a telewizor internet;dtv
awaria internet domowy;internet stacjonarny
awaria internet stacjonarny;internet stacjonarny
awaria internetu domowego;internet stacjonarny
awaria internetu domowego telewizji;internet stacjonarny
awaria internetu stacjonarnego;internet stacjonarny
awaria internetu stacjonarnego telewizji;internet stacjonarny
awaria internetu stacjonarnego reklamacja;internet stacjonarny
awaria internetu stacjonarnego router;internet stacjonarny
awaria internetu stacjonarnego domu;internet stacjonarny
awaria internetu telefon komórkowy;internet mobilny
awaria internetu telewizji telefonii stacjonarnej;internet stacjonarny
awaria awaria telewizji;dtv
awaria telewizji internetu;dtv
awaria dekodera mogê dodzwoniæ mogê prostu uruchomiæ telewizora;dtv
awaria mogê ogl¹daæ telewizji;dtv
awaria odbioru telewizji dowiedzieæ;dtv
awaria karty dekoderze;dtv
awaria komputera dekodera;dtv
awaria komputera telewizji;dtv
awaria ¿u¿lowej telewizji programu telewizyjnego dzia³a telewizja;dtv
awaria dzia³a dekoder;dtv
awaria telewizji internetu;dtv
awaria odbioru telewizora;dtv
awaria telewizji internetu;dtv
awaria telewizji telefonu;dtv
awaria mamy telewizji internetu;dtv
awaria pilota dzia³a pilot dekodera internetowego;dtv
awaria pilota telewizji;dtv
awaria prawdopodobnie dekodera;dtv
awaria pr¹du awaria bêdziemy mieæ telewizjê;dtv
awaria szafranka telewizji internetu;dtv
awaria sygna³u telefonie stacjonarnym;telefon stacjonarny
awaria systemu telewizor internet;dtv
awaria techniczna dekodera;dtv
awaria techniczna telewizji;dtv
awaria techniczna telewizji internetu;dtv
awaria tele telewizji telefonu;dtv
awaria telefonu domowego;telefon stacjonarny
awaria telefonu domowego internetu;telefon stacjonarny
awaria telefonu stacjonarnego;telefon stacjonarny
awaria telewizji;dtv
awaria telewizji g³osu dekoder popsuty chyba;dtv
awaria telewizji;dtv
awaria telewizji internetu;dtv
awaria telewizji internetu bydgoszcz kana³owa;dtv
awaria telewizji zwi¹zku internetu;dtv
awaria telewizji internetu;dtv
awaria telewizji internetu domowego;internet stacjonarny
awaria telewizji internetu skar¿ysku;dtv
awaria telewizji kablowej;dtv
awaria telewizji kablowej internetu;dtv
awaria telewizji karty dekoderu;dtv
awaria telewizji malowaniu;dtv
awaria telewizji telewizji b³¹d;dtv
awaria telewizji telewizji telefonu;dtv
awaria telewizji ogóle;dtv
awaria telewizji wierchami obrazu;dtv
awaria telewizji godziny dwunastej po³udnie;dtv
awaria telewizji borkowskiego;dtv
awaria telewizji pi³a ³¹czna b³¹d b³¹d;dtv
awaria telewizji telewizji internetu;dtv
awaria telewizji ustka;dtv
awaria telewizji zaczyna;dtv
awaria telewizora;dtv
awaria telewizora awaria dekodera;dtv
awaria telewizora internetu;dtv
awaria telewizora programu;dtv
awaria telewizora ogóle programów;dtv
awaria telewizora problem kart¹;dtv
awaria telewizora przekazu telewizyjnego;dtv
awaria urz¹dzenia dekodera;dtv
awaria odbiera telewizor drugi;dtv
awaria telewizji;dtv
awaria telewizji;dtv
awaria router wifi;internet stacjonarny
awaria telewizji sygna³u;dtv
awarie chcia³em zg³osiæ telewizora sieci wzglêdem odbioru programów telewizyjnych;dtv
awarie gór g³osu telewizorze;dtv
awarii awarii telewizji;dtv
awarii dostêpu;dtv
awarii sygna³u;dtv
awarii dekodera;dtv
awarii internetu stacjonarnego;internet stacjonarny
awarii gra telewizor mê¿a gra;dtv
awarii rachunku numeru konta;saldo
awarii technicznej dekoder nagrywark¹ dekoder prostu nagrywa liniê odtwarza;dtv
awarii telewizjê awarii internetu;dtv
awarii telewizji internetu;dtv
awarii telewizji internetu stacjonarnego;internet stacjonarny
awarii telewizora awarii telewizora dzwoniê mogê ¿adnego programu w³¹czyæ;dtv
awarii mojej telewizji;dtv
babie rachunku;saldo
babo zrezygnowaæ umowy zrezygnowaæ umowy;rezygnacje
badanie gowida zwi¹zku prze³o¿yæ termin;zmiana terminu wizyty
bankowoœæ internetowa bankowoœæ internetow¹ konto zablokowane odblokowaæ;windykacja
hb zarejestrowaæ;hbo
p³atnoœci;saldo
proszê jakimœ pionu technicznego;dtv
blokuje dekoder mogê w³¹czyæ wy³¹czyæ;dtv
bym chcia³a koñcu za³atwiæ proszê;dtv
bym prosi³a po³¹czenie dzia³em p³atnoœci;saldo
bym prosi³a sprawdziæ telewizor przyjecha³ sprawdziæ kopernika szklistym;dtv
chêtnie porozmawiaæ;dtv
czêsto zrywa po³¹czenie;telefon stacjonarny
proszê;dtv
proszê dowiedzieæ telewizja dzia³a;dtv
proszê przenieœæ zmieni³a miejsce zamieszkania miejsce przenieœæ;przeniesienie us³ug
proszê dzwoniê s³upska telewizora programu mamy znowu¿ problemu dzieje czêsto mamy programu;dtv
proszê kontakt wirtualnym telewizor popsu³;dtv
proszê przerejestrowanie dzia³a telewizji dzia³a internet sprawa techniczna;dtv
proszê po³¹czenie osob¹ wystawia faktury;p³atnoœci
proszê przekierowanie konsultanta rachunek;saldo
proszê rachunków interwencja dekodera prowadzi³a kucharczyk kucharz bór;saldo
proszê sprawdzenie wys³ania faktury mojego miesi¹c;p³atnoœci
proszê wp³aty mia³a ksi¹¿eczki ¿ebym miesi¹c mog³a op³acaæ rachunek nowy zmieni³am pakiet;saldo
proszê wymianê dekoderów pod³¹czenie;dtv
proszê przys³aæ fakturê radio telewizor telefon dzwoniê drugi ostatni miesi¹c proszê;p³atnoœci
proszê saldo;saldo
s³abo dzia³a telewizja;dtv
wolno dzia³a internet du¿e problemy internetem;internet stacjonarny
wolny internet stacjonarny;internet stacjonarny
bawiê adres zmiany adresu;przeniesienie us³ug
bawiê rezygnacji us³ug;rezygnacje
bema przeniesienia magnaty pakiet platynowy;przeniesienie us³ug
benq telewizji ogóle szyby g³oœnoœci;dtv
telewizora proszê przyjecha³ naprawi³ wiem dziêkujê przepraszam prostu telewizora wiadomo cz³owiek ¿yæ dziêkujê;dtv
bezpiecznego internetu;bezpieczny internet
bezpiecznej komórki;telefon mobiny
bezpieczny internet;bezpieczny internet
bezpieczny internet;bezpieczny internet
bezprzewodowy czas dostêpnoœci œwiadczenia us³ug;internet stacjonarny
gada³ internet stacjonarny;internet stacjonarny
musia³a p³aciæ rzadko korzystam prostu mieæ pewnoœæ zostanie od³¹czonej mia³a ¿adnej dodatkowej op³aty;saldo
telewizji programu;dtv
brzmia³ rachunek nastêpnych miesi¹cach;saldo
dociera³ mojego telewizora formie niezmienionej;dtv
zap³acenia;saldo
telewizja kablowa internet;dtv
bêdziecie wysy³ali druki zap³aty us³ug;saldo
bia³a telewizor dzia³a;dtv
bierna dekodera;dtv
bie¿¹ce faktury zap³acenia;p³atnoœci
bie¿¹cy rachunku;saldo
biling faktury;p³atnoœci
biling telefonu komórkowego;telefon mobilny
blankiet zap³aty;p³atnoœci
blankietów zap³aty;saldo
blankietów op³at ogl¹danie telewizji;p³atnoœci
blankiety op³aty;p³atnoœci
blankiety normalne pisemne p³acenia przys³ane dumnie adres;p³atnoœci
blankiety potrzebujê op³aty;p³atnoœci
blankiety rachunki;p³atnoœci
blankiety p³ot;p³atnoœci
blankiety wp³at;p³atnoœci
blokada;windykacja
blokada kana³ów;windykacja
blokada konta;windykacja
blokada numeru;windykacja
blokada po³¹czenia programów;windykacja
blokada programów niedozwolonych dzieci wprowadŸ c odblokowaæ znam pinu;dtv
blokada rachunku;windykacja
blokada telefonu;windykacja
blokada telewizji;dtv
blokada us³ug;windykacja
blokadê us³ug nast¹pi³a blokada us³ug;windykacja
b³¹d;dtv
b³¹d dekoder wyœwietla;dtv
b³¹d proszê pomoc dekoderze;dtv
b³¹d;dtv
b³¹d sprawy techniczne;dtv
b³¹d dekodera;dtv
b³¹d dekodera;dtv
b³¹d dekodera komunikat telewizji telewizorze b³¹d pod³¹czenie prawid³owy;dtv
b³¹d dekodera dzia³a;dtv
b³¹d dekodera telewizji;dtv
b³¹d dekodera telewizji;dtv
b³¹d;dtv
b³¹d telewizorze;dtv
b³¹d formatu pisze telewizor dzia³a;dtv
b³¹d karty;dtv
b³¹d karty b³¹dki;dtv
b³¹d karty aktualizacji;dtv
b³¹d kwoty faktury;p³atnoœci
b³¹d ekranie telewizora;dtv
b³¹d fakturze;p³atnoœci
b³¹d telewizorze obrazu;dtv
b³¹d;dtv
b³¹d dekodery wystêpuje napis dwóch telewizora;dtv
b³¹d proszê sprawdziæ dekoder prawid³owo pod³¹czony;dtv
b³¹d p³atnoœci;saldo
b³¹d fakturze naliczone netflix anetki kiedyœ pó³ darmo;p³atnoœci
b³¹d dekoderze;dtv
b³¹d fakturze;p³atnoœci
b³¹d rachunku;saldo
b³¹d rachunku umowie;saldo
b³êdne kwota fakturze;p³atnoœci
b³êdne ognie techniki dotyczy komórki zosta³em roz³¹czony konsultant znikn¹³ prostu informacje zareagowa³;telefon mobiny
b³êdnego naliczanie op³at;p³atnoœci
b³êdnie dzia³aj¹cy router;internet stacjonarny
b³êdnie naliczone faktura;p³atnoœci
b³êdnie wystawionej faktury;p³atnoœci
b³êdny adres odbiorcy fakturze;p³atnoœci
b³êdów dekoderze;dtv
b³êdy fakturze;p³atnoœci
b³êdy fakturze;p³atnoœci
b³ocie has³o wifi potrzebujemy has³o wifi;internet stacjonarny
b³otnego prostu zrezygnowaæ pomocy zdrowotnej;rezygnacje
porozmawiaæ;dtv
dowiedzieæ telewizji;dtv
chcia³em zapytaæ zap³aci³abym z³otego zaleg³oœæ wyszed³em maile wp³aci³am przynajmniej parê kana³ów w³¹czycie;windykacja
dekoder przesta³ dzia³aæ;dtv
mniej powiem moczenie;dtv
dostaliœmy du¿y rachunek;saldo
dostaliœmy nowy nowy pilot dekoder dzia³a telewizja prostu czynna dziêkujê widzenia;dtv
dosta³am rachunek du¿y zamawia³a pakiet platynowy pakiety internet metrix;saldo
internetu stacjonarnego stacja oczu marnego;internet stacjonarny
zadzwoni³am jesteœ numer kana³u via sprawdziæ;dtv
k³opoty telewizj¹ siebie wy³¹czê;dtv
dekoderze napis;dtv
problem chcia³em trakcie ogl¹dania programów telewizji;dtv
sprawa dosta³am fakturê dowiedzieæ akurat du¿e zlecenia;p³atnoœci
z³ym stanie;dtv
lepszy wifi domku;internet stacjonarny
programu;dtv
chodzi³o otrzyma³em faktur p³acenia telewizor;dtv
dzia³a telewizja;dtv
dekoder dzia³a;dtv
mia³am kobieta mogê samotna rachunek proszê dosta³am faktury d³ugu zap³aci³am;saldo
telewizor niem¹dre;dtv
ogóle telewizji halo;dtv
odbiera gada³ pilocie sprawdzian bym kana³u;dtv
odbiera telewizor odbiera dekoder chce w³¹czyæ;dtv
rachunek;saldo
psujecie dekoder w³¹czy wy³¹czyæ wiem;dtv
manipuluje dekoderze jakieœ nonsensy powiedzieæ;dtv
ci¹gle telewizji pokazuj¹;dtv
wynika umowy wiem;internet stacjonarny
zap³acony przelew chwili przysz³a faktura zosta³a zap³acona zap³aty;p³atnoœci
przys³uguje op³ata chcia³am wiedzieæ pieni¹dzach op³ata tvp;saldo
internet domowy stacjonarny;internet stacjonarny
ostaszewski rozwi¹zaæ umowê;rezygnacje
bojê internet stacjonarny;internet stacjonarny
bokiem odst¹pienie;odst¹pienie
boks boks tv;smart tv
telewizji internetu;dtv
borowa cierpia³ telewizor rozmawiaæ telewizji;dtv
boxa programów telewizyjnych boksy;dtv
chce rozmawiaæ umowy;dtv
drogi rozmawiaæ konkretnym;dtv
zaniemówiæ wirtualna stêpka wypowiedzenie umowy;rezygnacje
kochany rachunek rachunku op³aciæ telefon;saldo
kochany mo¿ecie po³¹czyæ przysz³a rachunków;saldo
programu ogóle;dtv
wiem powiedzieæ odst¹pienie umowy ubezpieczenia;odst¹pienie
potrzebujê nowy druczki op³aty;saldo
stacjonarna;internet stacjonarny
mogê mogê milionerów ogl¹daæ;internet stacjonarny
telewizji waszej telewizji;dtv
zala³ wypluwaj¹ nocy œwiat³a d³ugi czas ogóle telewizja dzia³a;dtv
bóg chce;dtv
bp wifi;internet stacjonarny
abonamentu telewizji kablowej dwóch miesiêcy;dtv
aee hb ofercie;hbo
aktualizacji karcie telewizora;dtv
anteny telewizji;dtv
blankietów zap³aty;saldo
ca³kowicie telewizji internetu;dtv
dostêpu internetu wczorajszego dnia ulicy wyszyñskiego przyjœæ;dtv
dostêpu kana³ów telewizorze;dtv
faktury miesi¹c przepraszam;p³atnoœci
sygna³u ogóle telewizji internetu;dtv
kana³ów telewizji;dtv
kana³ów telewizyjnych odbiornik;dtv
obrazu telewizji;dtv
programów;dtv
programów telewizji;dtv
programów telewizji;dtv
programów telewizji kablowej;dtv
sygna³u;dtv
sygna³u sygna³u;dtv
sygna³u telewizyjnego;dtv
sygna³u telefonie normalnym;dtv
sygna³u telewizji;dtv
sygna³u zanik³o sygna³u domu;dtv
telewizji;dtv
telewizji internetu;dtv
wifi;internet stacjonarny
wizji telewizji;dtv
ca³kowitej telewizji;dtv
telewizjê telewizji;dtv
dekodera;dtv
dokumentów p³atnoœci;saldo
dostêpnoœci us³ugi;skarga
dostêpu;dtv
dostêpu dostêpu dostêpu new;dtv
dostêpu sygna³u;dtv
dostêpu aplikacji ³ut;dtv
dostêpu canal plus;dtv
dostêpu internetu drugim routerze;dtv
dostêpu internetu telewizji;dtv
dostêpu internetu telewizji;dtv
dostêpu internetu stacjonarnego;internet stacjonarny
dostêpu kana³ów;dtv
dostêpu kana³u pluæ;dtv
dostêpu kana³u tvn;dtv
dostêpu sieci;dtv
dostêpu telewizji;dtv
dostêpu telewizji kablowej dwóch tygodni;dtv
dostêpu telewizji któr¹ p³acê;dtv
dostêpu us³ug wielgi;dtv
dostêpu us³ugi;dtv
dostêpu pakietów programów;dtv
dostêpu domu ogl¹danie kana³ów telewizyjnych;dtv
dzia³aj¹cego wifi;internet stacjonarny
dzia³añ wifi;internet stacjonarny
telewizji internetu;dtv
telewizji prostu telewizji internetu telewizji wiedzieæ awaria;dtv
dŸwiêku satelicie;dtv
dŸwiêku dekoderze;dtv
dŸwiêku telewizorze;dtv
dŸwiêku dekodera;dtv
faktur papierowych adres zamieszkania;skarga
faktury;p³atnoœci
faktury zap³aty;p³atnoœci
faktury szósty;p³atnoœci
faktury poczcie;p³atnoœci
